date,factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15,factor_16,factor_17,factor_18,factor_19,factor_20,factor_21,factor_22,factor_23,factor_24,factor_25,factor_26,factor_27,factor_28,factor_29
2022-01-18,-0.012611719779670238,0.2839047312736511,-0.11040276288986206,-0.24747423827648163,-0.7416105270385742,0.12921424210071564,0.029143929481506348,-0.42721042037010193,0.26576775312423706,-0.5693650841712952,0.29966306686401367,0.09334991872310638,0.14442919194698334,-0.028166431933641434,-0.5711571574211121,-0.7063745260238647,0.05666424706578255,0.31266722083091736,0.24662604928016663,-0.48785391449928284,0.12734320759773254,-0.16114461421966553,0.3137529194355011,-0.08049856871366501,-0.5441499948501587,-0.7063745260238647,-0.028166431933641434,-0.08523108065128326,-0.5195562243461609,0.13539454340934753
2022-01-19,-0.7293758988380432,0.13337400555610657,-0.013078272342681885,-0.1874265968799591,-0.6567865610122681,0.18152359127998352,0.03774084895849228,-0.5624926686286926,0.287869930267334,-0.5125988721847534,0.36574891209602356,0.004101932048797607,0.004101932048797607,-0.02305891178548336,-0.7470072507858276,-0.6920055150985718,-0.13662460446357727,0.28786998987197876,0.3223191499710083,-0.6423524618148804,-0.03099309839308262,-0.05927004665136337,0.30360907316207886,-0.026258941739797592,-0.5179732441902161,-0.6920055150985718,-0.02305891178548336,-0.039564382284879684,-0.6804600954055786,0.14951935410499573
2022-01-20,0.5798276662826538,-0.141421377658844,-0.141421377658844,0.5798276662826538,0.5798276662826538,-0.141421377658844,-0.141421377658844,0.5798276662826538,-0.141421377658844,0.5798276662826538,-0.141421377658844,-0.141421377658844,-0.141421377658844,-0.141421377658844,0.5798276662826538,0.5798276662826538,-0.141421377658844,-0.141421377658844,-0.141421377658844,0.579827606678009,-0.141421377658844,-0.141421377658844,-0.141421377658844,-0.141421377658844,0.5798276662826538,0.5798276662826538,-0.141421377658844,-0.141421377658844,0.5798276662826538,-0.141421377658844
2022-01-21,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.5798276662826538,0.5798276662826538,-0.1414213627576828,-0.1414213627576828,0.5798276662826538,-0.1414213627576828,0.5798276662826538,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.5798276662826538,0.5798276662826538,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.5798276662826538,0.5798276662826538,-0.1414213627576828,-0.1414213627576828,0.5798276662826538,-0.1414213627576828
2022-01-24,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,0.579827606678009,0.579827606678009,-0.1414213478565216,-0.1414213478565216,0.579827606678009,-0.1414213478565216,0.579827606678009,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,0.579827606678009,0.579827606678009,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,0.579827606678009,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,-0.1414213478565216,0.579827606678009,0.579827606678009,-0.1414213478565216,-0.1414213478565216,0.579827606678009,-0.1414213478565216
2022-01-25,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828
2022-01-26,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,-0.1414213627576828,0.579827606678009,0.579827606678009,-0.1414213627576828,-0.1414213627576828,0.579827606678009,-0.1414213627576828
2022-01-27,0.5823553204536438,-0.08677923679351807,-0.1713956594467163,-0.48052462935447693,-0.1713956594467163,-0.10145469009876251,-0.07697613537311554,0.030047308653593063,-0.252419650554657,-0.2846284508705139,-0.23314900696277618,0.2713795006275177,0.1856585592031479,-0.23752570152282715,0.399964839220047,-0.23752570152282715,0.18565857410430908,-0.3191550076007843,-0.03974127024412155,0.34159308671951294,0.3897956609725952,-0.1434769332408905,-0.3817122280597687,-0.22126832604408264,0.22624941170215607,-0.23752570152282715,-0.23752570152282715,0.3818332552909851,0.3897956609725952,-0.20240679383277893
2022-01-28,0.17153756320476532,0.034969769418239594,-0.1350668966770172,-0.19389240443706512,-0.1350668966770172,0.0156747754663229,-0.15679070353507996,0.054590992629528046,-0.20231017470359802,-0.18420979380607605,-0.016775941476225853,0.3000883460044861,0.1503811627626419,-0.2800881862640381,0.3772965669631958,-0.2800881862640381,0.1503811478614807,-0.2627047896385193,0.3121867775917053,0.3644603490829468,0.3079037070274353,-0.03567607328295708,-0.3381437361240387,-0.2363397777080536,0.2387603223323822,-0.2800881862640381,-0.2800881862640381,0.45789995789527893,0.3079037666320801,-0.007604727055877447
2022-01-31,0.3347929120063782,-0.027509426698088646,-0.3705828785896301,-0.04881363362073898,-0.24607162177562714,0.2561476230621338,-0.17141494154930115,0.12402621656656265,-0.21166594326496124,-0.21664586663246155,0.14729580283164978,-0.026319116353988647,-0.027509432286024094,-0.5420316457748413,0.22720816731452942,-0.5420316457748413,-0.027509432286024094,-0.19976241886615753,0.09462735801935196,0.21840150654315948,0.23022742569446564,-0.5113022923469543,-0.22422616183757782,-0.4457639753818512,0.22846746444702148,-0.5420316457748413,-0.5420316457748413,-0.07695585489273071,0.23022742569446564,0.11855766922235489
2022-02-01,0.18651574850082397,0.001361459493637085,-0.2948977053165436,-0.07678830623626709,-0.20406468212604523,0.3590856194496155,-0.09350723028182983,0.028829598799347878,-0.2935304045677185,-0.18432781100273132,-0.04672642797231674,-0.051963888108730316,0.001361459493637085,-0.4668869972229004,0.045217812061309814,-0.4668869972229004,0.001361459493637085,-0.07828041166067123,0.16130805015563965,0.18035908043384552,0.17784911394119263,-0.5063479542732239,-0.15770986676216125,-0.3659577965736389,0.18538762629032135,-0.5516797304153442,-0.4668869972229004,-0.14339682459831238,0.17784911394119263,0.14629384875297546
2022-02-02,-0.05560559034347534,0.17143353819847107,-0.17489317059516907,-0.3024106025695801,-0.01992241106927395,-0.07727237790822983,0.15317243337631226,0.0582500696182251,-0.15863199532032013,-0.13478486239910126,-0.3984426259994507,0.40811219811439514,0.19509723782539368,-0.3059982359409332,0.17580707371234894,-0.3059982359409332,0.19509723782539368,0.12299498170614243,0.8156936764717102,0.4892140328884125,0.25261276960372925,-0.12994825839996338,-0.5112236738204956,-0.33373767137527466,0.3838650584220886,-0.34408313035964966,-0.3059982359409332,0.5913505554199219,0.25261279940605164,0.23094899952411652
2022-02-03,-0.16739265620708466,0.07528702914714813,0.039827920496463776,-0.37313029170036316,0.07944239675998688,-0.2547631859779358,0.12862935662269592,0.3232986330986023,-0.17662134766578674,0.1363004595041275,-0.406360387802124,0.35983818769454956,0.21424467861652374,-0.003917872905731201,0.1572132408618927,-0.003917872905731201,0.0647798553109169,0.08944805711507797,0.5626720190048218,0.5093029737472534,-0.022801315411925316,0.27604082226753235,-0.22751107811927795,0.06969296932220459,0.41963768005371094,-0.003917872905731201,-0.003917872905731201,0.6593197584152222,-0.022801315411925316,0.23203079402446747
2022-02-04,0.11324352025985718,0.23088863492012024,-0.37232455611228943,-0.32707300782203674,-0.31597843766212463,-0.14170703291893005,-0.1672029048204422,0.37281855940818787,-0.052675485610961914,-0.19136866927146912,-0.26028960943222046,0.4206501543521881,0.3801044523715973,-0.48235949873924255,0.41871118545532227,-0.48235949873924255,0.2223421335220337,0.33707165718078613,0.16600552201271057,0.6350506544113159,0.23303928971290588,-0.4382173418998718,-0.5063470602035522,-0.3145807087421417,0.34956687688827515,-0.48235949873924255,-0.48235949873924255,0.09300831705331802,0.2330392599105835,0.1495712548494339
2022-02-07,-0.1255924254655838,0.1861114650964737,-0.13707378506660461,-0.17859961092472076,-0.12039680778980255,-0.1590048372745514,-0.04887267202138901,0.33188295364379883,-0.0006717920186929405,-0.13754066824913025,-0.2483283281326294,0.44966238737106323,0.3379144072532654,-0.05557285621762276,0.3947882056236267,-0.05557285621762276,0.1905989944934845,0.21816496551036835,-0.40843939781188965,0.37128645181655884,0.14277750253677368,-0.15318553149700165,-0.40982136130332947,-0.14794385433197021,0.4509892463684082,-0.05557285621762276,-0.05557285621762276,0.07981365919113159,0.14277750253677368,0.12051860988140106
2022-02-08,0.6772111058235168,0.35836490988731384,-0.1135721355676651,0.3096590042114258,-0.0789133608341217,0.014696573838591576,-0.20054090023040771,0.30336302518844604,0.35036879777908325,0.08146552741527557,-0.1822458803653717,0.6915708780288696,0.4328058660030365,-0.16466273367404938,0.47481879591941833,-0.16466273367404938,0.33779847621917725,0.3958418071269989,-0.3995443880558014,0.46988630294799805,0.47481879591941833,-0.055228687822818756,-0.4379960894584656,-0.030335664749145508,0.6057039499282837,-0.16466273367404938,-0.16466273367404938,0.3453156054019928,0.19981732964515686,0.20079803466796875
2022-02-09,0.01980445347726345,0.530641496181488,-0.3233885169029236,0.7801501750946045,-0.39239731431007385,0.06170494481921196,-0.2788724899291992,0.49094241857528687,0.529693067073822,-0.39239731431007385,0.10579001903533936,0.5713052749633789,0.6363242864608765,-0.3155544400215149,0.23382174968719482,-0.3155544400215149,0.5718738436698914,0.5505632162094116,0.09114569425582886,0.6406461000442505,-0.02310982346534729,-0.5793031454086304,-0.16301366686820984,-0.2628440260887146,0.668224573135376,-0.3155544400215149,-0.3155544400215149,-0.4085141718387604,-0.006066179368644953,0.28037041425704956
2022-02-10,0.06547560542821884,0.13868758082389832,-0.37587597966194153,0.8336554765701294,-0.6460257768630981,0.05324913188815117,-0.08227293193340302,0.14271287620067596,0.5108561515808105,-0.6460257768630981,0.4023531377315521,-0.09300565719604492,0.21350915729999542,-0.5804126858711243,0.1589602380990982,-0.5804126858711243,0.21489004790782928,0.4869842529296875,0.1671055555343628,0.22652998566627502,0.22652992606163025,-0.9767225980758667,-0.27119842171669006,-0.5190721154212952,0.32508665323257446,-0.5804126858711243,-0.5804126858711243,0.04390024021267891,0.158960223197937,0.16360577940940857
2022-02-11,-0.040482353419065475,-0.03132445365190506,-0.14270520210266113,0.6321081519126892,-0.37242239713668823,0.15878109633922577,0.10971511900424957,0.05264211446046829,0.3699856400489807,-0.34480223059654236,0.29995033144950867,-0.10895425081253052,-0.24150750041007996,-0.3554070293903351,0.045038916170597076,-0.3554070293903351,0.07011506706476212,0.29383793473243713,0.04814692586660385,0.04536706954240799,0.05641354247927666,-0.6602774858474731,-0.2947333753108978,-0.373992383480072,0.2912410795688629,-0.3554070293903351,-0.3554070293903351,0.15980282425880432,0.045038916170597076,0.29331308603286743
2022-02-14,0.2896072268486023,0.041207559406757355,-0.07335184514522552,0.5920951962471008,-0.3005085587501526,0.3213687837123871,0.15006549656391144,0.13289320468902588,0.5044503808021545,-0.3005085587501526,0.30857643485069275,0.11718938499689102,0.012682640925049782,-0.2658981382846832,0.13794997334480286,-0.2658981382846832,0.15710261464118958,0.4486001133918762,0.4375844895839691,0.15328463912010193,0.06705998629331589,-0.6420489549636841,-0.14055860042572021,-0.2818905711174011,-0.04345649853348732,-0.2658981382846832,-0.2658981382846832,-0.13473176956176758,0.13794997334480286,0.17140914499759674
2022-02-15,0.2676068842411041,0.029593300074338913,-0.14647072553634644,0.6163690686225891,-0.25674960017204285,0.40468668937683105,0.14319254457950592,-0.22348260879516602,0.3763999342918396,-0.25674960017204285,0.436878502368927,0.00043741465196944773,0.061949409544467926,-0.18660101294517517,0.16212469339370728,-0.18660101294517517,0.016671156510710716,0.3406144976615906,-0.23537223041057587,-0.07499213516712189,0.12405405938625336,-0.758484423160553,-0.1843344271183014,-0.26884931325912476,-0.12532201409339905,-0.18660101294517517,-0.18660101294517517,0.02507958933711052,0.16212470829486847,0.06193680688738823
2022-02-16,0.2673569321632385,0.18921759724617004,-0.06845913082361221,0.5203505754470825,-0.2157115489244461,0.03469857573509216,0.07582105696201324,-0.17070338129997253,0.3643135130405426,-0.2157115489244461,0.09863626956939697,0.38386988639831543,0.20156650245189667,-0.03487348556518555,0.1447628140449524,-0.03487348556518555,0.05400463938713074,0.314087450504303,-0.3842056393623352,0.1783551573753357,0.049949873238801956,-0.29267987608909607,0.07217703759670258,-0.2106945961713791,-0.105063796043396,-0.03487347438931465,-0.03487348556518555,-0.20440784096717834,0.1447627991437912,0.0840507373213768
2022-02-17,-0.3401790261268616,0.2858797013759613,0.07028913497924805,0.019940877333283424,0.017589842900633812,0.06357145309448242,0.09241203218698502,0.005461973138153553,0.07677219063043594,0.017589842900633812,-0.2975180447101593,0.528946042060852,0.6152798533439636,0.22382918000221252,0.11700322479009628,0.22382918000221252,0.3460811972618103,0.22412452101707458,-0.056780051440000534,0.33906683325767517,-0.11100003868341446,0.04862840101122856,-0.035922374576330185,0.20869794487953186,-0.09676574170589447,0.22382918000221252,0.22382918000221252,-0.22707673907279968,0.11700322479009628,0.005689859390258789
2022-02-18,0.4852600693702698,0.26892903447151184,0.17396052181720734,0.09564254432916641,0.3517032861709595,-0.05548802763223648,-0.07493631541728973,-0.24539700150489807,0.19614696502685547,0.3023452162742615,-0.07578188925981522,0.508693516254425,0.21716554462909698,0.4063614308834076,-0.07045956701040268,0.4063614308834076,0.16072311997413635,0.28241363167762756,0.20096710324287415,0.23583655059337616,-0.3881048560142517,0.516624391078949,0.5024664998054504,0.5618836879730225,-0.2049025595188141,0.4063614308834076,0.4063614308834076,0.5523878931999207,-0.07045958936214447,-0.16683638095855713
2022-02-22,0.43684205412864685,0.09800896793603897,-0.13577128946781158,0.10302581638097763,0.04973705857992172,-0.3853324055671692,-0.12532366812229156,0.1416015625,-0.09773222357034683,0.19982877373695374,0.12440028041601181,0.4319668412208557,0.036725472658872604,0.35610121488571167,-0.17117901146411896,0.35610121488571167,0.11987380683422089,0.05993800610303879,0.5394740104675293,-0.049935244023799896,-0.4290294647216797,0.5954803228378296,0.4887388348579407,0.4023450016975403,0.0031836330890655518,0.35610121488571167,0.35610121488571167,0.49062085151672363,-0.17117896676063538,0.2529647946357727
2022-02-23,0.41713637113571167,0.4383663237094879,-0.025154536589980125,0.010664904490113258,-0.025154531002044678,-0.2491176575422287,-0.03387941047549248,0.012352007441222668,0.29561859369277954,0.06444200128316879,0.1859336793422699,0.676388144493103,0.06545121967792511,0.24021773040294647,0.06024666875600815,0.24021773040294647,0.2703726887702942,0.5119642615318298,0.021963942795991898,-0.15772788226604462,-0.2779383659362793,0.37458536028862,0.4118877947330475,0.20863981544971466,0.29736989736557007,0.24021773040294647,0.24021773040294647,0.5487433671951294,0.06024668365716934,0.1679803431034088
2022-02-24,-0.17396891117095947,0.29858046770095825,-0.24011728167533875,0.32301074266433716,-0.24011728167533875,0.03568500652909279,0.03036217764019966,0.15882834792137146,0.23023252189159393,0.04540229216217995,0.36886000633239746,0.18202899396419525,0.05775122717022896,0.12700703740119934,0.2621059715747833,0.12700703740119934,0.06927813589572906,0.4684062898159027,0.3092980980873108,0.10261578857898712,-0.061608005315065384,-0.1599304974079132,0.09981942176818848,0.025874793529510498,0.12375728785991669,0.12700703740119934,0.12700703740119934,-0.2627700865268707,0.2621059715747833,0.15977993607521057
2022-02-25,0.43776997923851013,0.4047142565250397,-0.4201774001121521,0.41669124364852905,-0.4201774001121521,-0.07946339249610901,0.09078472852706909,0.18719692528247833,0.6453953981399536,-0.11176744848489761,0.4524129033088684,0.11902385950088501,0.10390716791152954,0.08646933734416962,0.31011468172073364,0.08646933734416962,0.255908340215683,0.5703093409538269,0.09908749908208847,0.2071257084608078,0.15793144702911377,-0.2682846188545227,0.2661952078342438,-0.15963515639305115,0.4860391616821289,0.08646933734416962,0.08646933734416962,-0.15047869086265564,0.31011468172073364,0.12390224635601044
2022-02-28,0.4794209897518158,0.5637418627738953,-0.4981761872768402,0.3516717553138733,-0.4981761872768402,-0.1847347617149353,0.09215699136257172,0.3277032971382141,0.5267861485481262,-0.19137217104434967,0.4042062759399414,0.3706439137458801,0.2076261043548584,0.014086860232055187,0.43355464935302734,0.014086860232055187,0.48336443305015564,0.5633396506309509,0.30981022119522095,0.45708388090133667,0.38281047344207764,-0.4113492965698242,0.1730649769306183,-0.29235607385635376,0.5977798700332642,0.014086860232055187,0.014086860232055187,-0.21820107102394104,0.43355464935302734,0.4981411397457123
2022-03-01,0.0816814973950386,0.5433093309402466,-0.483999639749527,0.4729061722755432,-0.483999639749527,0.005856931209564209,-0.0509532205760479,0.21021726727485657,0.6890565752983093,-0.24163058400154114,0.4249130189418793,0.5397617220878601,0.3567681908607483,-0.143633633852005,0.4698452055454254,-0.143633633852005,0.467947393655777,0.6207733154296875,0.08940407633781433,0.4774898588657379,0.4522123336791992,-0.6511274576187134,0.14400067925453186,-0.277444988489151,0.5291656255722046,-0.13600212335586548,-0.143633633852005,-0.07311420887708664,0.4698452055454254,0.5589991211891174
2022-03-02,0.23110568523406982,0.549370527267456,-0.35336506366729736,0.43631505966186523,-0.353365033864975,-0.004971742630004883,-0.07896467298269272,0.38724222779273987,0.4261135160923004,-0.08193548768758774,0.42640596628189087,0.20052370429039001,-0.04948468133807182,-0.03730649873614311,0.32102540135383606,-0.03730649873614311,0.39594826102256775,0.4238949716091156,-0.22949612140655518,0.335530161857605,0.4164356589317322,-0.37447047233581543,0.23900513350963593,-0.32511216402053833,0.07942377030849457,-0.03730649873614311,-0.03730649873614311,-0.04593787342309952,0.32102543115615845,0.4918428063392639
2022-03-03,0.09642362594604492,0.4952876567840576,-0.24590034782886505,0.3461715579032898,-0.20977210998535156,0.1685480773448944,-0.10884557664394379,0.4138389229774475,0.25027620792388916,-0.12073896080255508,0.2432386875152588,0.34288063645362854,0.17016899585723877,-0.03097057342529297,0.09765057265758514,-0.03097057342529297,0.35584503412246704,0.2742205560207367,0.030800413340330124,0.3005383014678955,0.30992206931114197,-0.2643897235393524,0.18228504061698914,-0.11514093726873398,0.30016905069351196,-0.03097057342529297,-0.03097057342529297,-0.02994084358215332,0.30992206931114197,0.09945602715015411
2022-03-04,-0.15690471231937408,0.13883598148822784,0.018646609038114548,0.3449774384498596,0.018646609038114548,0.2935807704925537,-0.07777956873178482,0.506323516368866,-0.08160611242055893,0.02246241271495819,0.14469580352306366,-0.15606635808944702,0.17909017205238342,-0.07300034165382385,-0.03911595419049263,-0.07300034165382385,0.10440261662006378,-0.11637292057275772,-0.37383705377578735,0.021861469373106956,0.05994480103254318,-0.24201460182666779,-0.21153566241264343,-0.2908947765827179,-0.15744610130786896,-0.07300034165382385,-0.07300034165382385,-0.036440372467041016,0.05994480103254318,-0.019121432676911354
2022-03-07,0.22768592834472656,-0.6775709390640259,0.38488924503326416,-0.13190492987632751,0.38488924503326416,0.25064507126808167,-0.053535304963588715,0.19370055198669434,-0.6444430351257324,0.09763457626104355,-0.0782797560095787,-0.2904079556465149,-0.6765655279159546,-0.09731318056583405,-0.454683780670166,-0.09731318056583405,-0.5926410555839539,-0.7440024614334106,-0.043116021901369095,-0.5647514462471008,-0.2192336618900299,-0.1497948169708252,-0.5090600252151489,0.01732116937637329,-0.20525789260864258,-0.09731318056583405,-0.09731318056583405,0.4787066876888275,-0.2192336767911911,-0.05955316871404648
2022-03-08,0.28134316205978394,-0.7265639901161194,0.2530612349510193,0.16643020510673523,0.2530612349510193,0.26381683349609375,0.25677627325057983,0.23696288466453552,-0.8706035614013672,0.045992396771907806,0.07732568681240082,-0.10392379760742188,-0.7423189282417297,0.16307513415813446,-0.4949761927127838,0.16307513415813446,-0.7231621742248535,-0.6627488136291504,-0.1272287219762802,-0.23218122124671936,-0.40280038118362427,0.21249058842658997,-0.24266162514686584,0.2530612349510193,-0.25339967012405396,-0.09415458142757416,0.16307513415813446,0.6213618516921997,-0.40280047059059143,-0.30319756269454956
2022-03-09,0.0838487297296524,-0.6499765515327454,0.16407039761543274,-0.6742722392082214,0.5726183652877808,-0.09134306758642197,0.18839485943317413,0.1655987799167633,-1.0340323448181152,0.5726183652877808,-0.11642007529735565,-0.16786007583141327,-0.7024309039115906,0.09785474836826324,-0.3011808395385742,0.09785474836826324,-0.67689049243927,-0.7539957165718079,-0.22776296734809875,-0.5017493963241577,-0.31680768728256226,0.19674710929393768,0.01735997200012207,0.0894068256020546,-0.07666865736246109,0.09785474836826324,0.09785474836826324,0.6392446160316467,-0.31680768728256226,-0.15907268226146698
2022-03-10,0.6940852999687195,-0.7404668927192688,0.15681752562522888,-0.48418134450912476,0.4444452226161957,-0.4183894991874695,0.11195067316293716,0.10359766334295273,-0.8719323873519897,0.28842395544052124,-0.13950996100902557,-0.013122612610459328,-0.8596413731575012,0.09981022775173187,-0.3102029263973236,0.09981022775173187,-0.572730302810669,-0.5040050745010376,-0.3719424307346344,-0.7843705415725708,-0.278522789478302,0.36651545763015747,0.37408965826034546,0.35329586267471313,-0.0945039764046669,0.09981022775173187,0.09981022775173187,0.9504960775375366,-0.2785228192806244,0.10803854465484619
