symbol,date,open,high,low,close,volume,vwap,drift_factor,amihud_mean,amihud_range,sortino_ratio,ts_mom_rank,max_dd_ratio,rel_strength_ma
NVDA,2021-05-25,631.0,635.01,619.3,624.93,9987040,624.3357511285386,0.0,0.0003728012297865956,0.021346808301385866,,,,
NVDA,2021-05-26,630.71,631.75,623.45,627.11,6904172,627.0989193456256,0.0,0.00027892170638491357,0.012753213211857482,,,,
NVDA,2021-05-27,625.0,634.0,618.4,620.46,11928658,623.5391099539607,0.0,0.00036969209918724823,0.02318445734587455,,,,
NVDA,2021-05-28,621.4,651.099,619.01,649.88,14828367,642.4418344772935,0.0,0.00029713084644952576,0.015032777683213755,,,,
NVDA,2021-06-01,650.2,655.525,636.13,653.16,10916440,645.9907910328819,0.0,0.0003020300755240753,0.022194080401429287,,,,
NVDA,2021-06-02,650.49,676.7547,648.5,669.99,14071032,667.1683561722382,0.0,0.00026219225796816887,0.011061170554375003,,,,
NVDA,2021-06-03,671.0,690.36,662.15,679.89,13431739,679.0673697738961,0.0,0.00048811402347104406,0.02073045354775676,,,,
NVDA,2021-06-04,680.38,706.44,678.5,703.65,14498595,700.2471261344905,0.0,0.0003104184705687287,0.006683802867811696,,,,
NVDA,2021-06-07,699.5,712.5,687.71,704.18,13639755,700.0681737891401,0.0,0.0003217513286435309,0.026263298793091406,,,,
NVDA,2021-06-08,703.69,706.521,690.04,697.815,7440163,696.8488986670354,0.0,0.00039416039850677685,0.011117782707216166,,,,
NVDA,2021-06-09,697.99,704.0,690.23,694.67,9082723,696.5597202847898,0.0,0.00030861248171323424,0.009578049669563259,,,,
NVDA,2021-06-10,692.18,699.68,687.0401,696.72,6724755,695.1867061540918,0.0,0.0003698053225424616,0.01814651939866358,,,,
NVDA,2021-06-11,699.64,717.569,697.75,712.595,9774273,710.430224661148,0.0,0.0001940265016446485,0.00555669030173869,,,,
NVDA,2021-06-14,716.9,721.58,706.5101,719.31,7138401,715.0811383702212,0.0,0.0003127482905938604,0.017277223873237137,,,,
NVDA,2021-06-15,721.55,721.55,709.118,710.19,5229665,715.2714184363612,0.0,0.00029337337001852145,0.014116860473925746,,,,
NVDA,2021-06-16,710.07,718.1871,703.377,713.0099,7055772,712.4750839889326,0.0,0.0003537417999632077,0.03551586895299291,,,,
NVDA,2021-06-17,707.27,753.4,706.4,747.26,18764066,741.9975074742396,0.0,0.0002158041224317835,0.01233287559865434,,,,
NVDA,2021-06-18,750.0,775.0,744.99,747.33,21374935,761.1910777914782,0.0,0.000249328571894291,0.010182652486012427,,,,
NVDA,2021-06-21,748.47,750.0,712.906,735.5736,15505893,725.9280672166936,0.0,0.00038716691788366376,0.016416583954111292,,,,
NVDA,2021-06-22,734.39,758.55,733.13,756.67,13549232,749.6962080335446,0.0,0.00030257865554098685,0.011946062306145344,,,0.0,0.043439584990956126
NVDA,2021-06-23,757.81,766.11,755.1123,762.035,7709349,762.2177508551188,0.0,0.0002390871585192823,0.013561814267205865,2.006565170696271,,0.0,0.04284459265495255
NVDA,2021-06-24,764.52,776.8,763.53,768.46,7354392,770.6915464213301,-5667967743.468667,0.00023945420953486746,0.013615799014700421,2.0555049372373326,,0.0,0.04256699064488223
NVDA,2021-06-25,770.8,774.0,755.775,760.4,5988578,762.1279420212654,-4564062626.773833,0.0002886960507647864,0.013011982516745344,2.060551051666296,,-0.010488509486505593,0.03904619184077318
NVDA,2021-06-28,766.0,803.15,765.14,798.5,11334530,794.4534708217303,-9004756698.633034,0.0002243644666901865,0.006744674842409627,2.0872227292254166,,0.0,0.039320382330812365
NVDA,2021-06-29,798.9,803.95,786.275,800.84,8737038,794.9622186617889,-6945615113.012366,0.0002510774706535046,0.007730939620030719,2.066226909609539,,0.0,0.04122812614737548
NVDA,2021-06-30,802.65,806.5,794.55,800.95,7196933,800.1105658139691,-5758342134.755234,0.0002743650612243643,0.0091360728722539,1.8119896727520524,,0.0,0.043914790613451604
NVDA,2021-07-01,803.63,818.24,796.5,807.04,11452283,809.3273803482612,-9268646199.396933,0.00029313645531493234,0.016406303497893217,1.74083739559931,,0.0,0.043026902942047585
NVDA,2021-07-02,812.0,820.5,811.25,820.105,7800486,815.791405623717,-6363569438.488133,0.00014110104745252173,0.012094416325910918,1.5547643866290568,,0.0,0.04463749944393669
NVDA,2021-07-06,818.04,833.68,814.01,827.385,10111306,826.2627031751546,-8354595028.191167,0.00016083784923201944,0.015261509121542501,1.6353485316250695,,0.0,0.04828005116519085
NVDA,2021-07-07,831.4,837.0,813.282,815.6775,9280127,820.6960551345213,-7616163620.047367,0.00018344182383666583,0.004531524612560006,1.4543010502922118,,-0.014150002719411137,0.04791558856463474
NVDA,2021-07-08,800.02,805.32,786.9,794.24,11676150,796.4769450764729,-9299784282.254667,0.00034420071903229927,0.008660017718835792,0.9089284931078864,,-0.04005994790816847,0.0453047480128983
NVDA,2021-07-09,803.0,803.2587,790.17,802.87,6675295,796.7134027425342,-5317866585.760233,0.00028680719239378854,0.010571824578686679,0.961068081691999,,-0.029629495337720635,0.04256852123854671
NVDA,2021-07-12,802.0,821.31,801.5,820.78,7394861,814.743800553,-6024917155.701167,0.0003136191404105968,0.019117400515186216,0.957920051610973,,-0.00798298252929408,0.043082411026701406
NVDA,2021-07-13,820.0,824.99,804.5601,809.5953,6752140,812.6186151186031,-5486914655.886933,0.00024924831029125795,0.01887029921795394,0.7820393426820826,,-0.02150111495857432,0.038467703819324184
NVDA,2021-07-14,810.0,816.71,790.11,793.3,8800604,799.9319257472698,-7039884105.459133,0.00022807164961248616,0.01697503465227398,0.6853912985047826,,-0.04119605745813626,0.03200252634484024
NVDA,2021-07-15,796.0,799.0,754.3401,759.2,12737755,768.8835675646816,-9793850507.164867,0.0003903632663404022,0.017986412805809635,0.28722379423888655,,-0.08241024432398458,0.023662843175878745
NVDA,2021-07-16,755.3,767.21,722.92,726.33,16376400,740.5547924608376,-11984378536.815668,0.0002038316110362184,0.012626634730855514,-0.0824413425726846,,-0.12213781975742843,0.01475011454223063
NVDA,2021-07-19,726.0,761.68,711.0,747.0188,17295860,744.9115550995398,8441546129.402401,0.00033424751469566665,0.012199370271894798,0.017685267966852387,,-0.09713277373894857,0.0054640072977860665
NVDA,2021-07-20,192.0,192.01,181.64,186.745,40646864,184.95845105796596,-831436093.9796,0.0006944981674927096,0.02141527528988358,-0.21926957988614337,,-0.774294917118391,-0.04265881776638569
NVDA,2021-07-21,189.0,195.27,186.1,193.98,33875226,192.26114954868882,6512889891.981633,0.0014843552229233125,0.04678107821401664,-0.21624408662029185,0.05263157894736842,-0.7655504994651825,-0.09094157800378111
NVDA,2021-07-22,195.5,198.87,192.76,195.96,30850780,195.28694887376585,6024754696.5758,0.0006673241687632083,0.029105565527584847,-0.21530690660178642,0.10526315789473684,-0.7631574176471655,-0.13955134686256043
NVDA,2021-07-23,196.49,197.85,192.5,195.56,17620771,194.51772172277427,3427552229.918733,0.0011462773529008557,0.06921070713708408,-0.21849398376892737,0.15789473684210525,-0.7636408685194921,-0.19318120763955138
NVDA,2021-07-26,195.0,196.068,189.14,192.8574,17900330,192.2289494510044,3440961630.7263,0.0016552790047983522,0.03781349799263942,-0.21954324061220207,0.10526315789473684,-0.7669073043383672,-0.25509021926475717
NVDA,2021-07-27,191.88,196.22,187.41,191.68,22303138,190.9056727842377,4257795565.0897,0.0022817872328569377,0.09875224175394036,-0.23657011706009012,0.2631578947368421,-0.7683303419810608,-0.3189069569079247
NVDA,2021-07-28,191.37,196.46,189.95,195.11,17845499,194.27664139875634,3466963609.804867,0.0018555979029963336,0.07152355400360753,-0.23206686568546842,0.2631578947368421,-0.7641847507508597,-0.38603574532344886
NVDA,2021-07-29,195.75,198.53,193.2803,196.82,16252407,197.04994342550808,3202535879.878333,0.0015454161995269577,0.07148263443543076,-0.22947067043165864,0.3684210526315789,-0.7621179982716632,-0.45411996510459174
NVDA,2021-07-30,193.78,196.3,190.25,194.835,14982112,194.43200349643172,2913002052.7679334,0.0023644582645416393,0.14475675356597548,-0.23498305369895864,0.3684210526315789,-0.7645171232255842,-0.5237945443750063
NVDA,2021-08-02,195.51,199.61,193.61,197.1499,19735159,197.3507612631766,3894748652.2998333,0.0013953052245682265,0.05003442451213055,-0.2362803859447165,0.47368421052631576,-0.7617192721647117,-0.6054327996278366
NVDA,2021-08-03,197.58,202.22,192.2,198.1,28602461,197.44965881975907,5647546165.855467,0.002011476530876679,0.11434694410120196,-0.23750250772285064,0.5263157894736842,-0.7586442164770096,-0.5760006922042877
NVDA,2021-08-04,197.25,203.18,196.25,203.03,21110313,201.1397379590802,4246122825.054167,0.001504383238950667,0.04131029762578142,-0.22550362013289785,0.5789473684210527,-0.7526377348375934,-0.5436729553550055
NVDA,2021-08-05,202.84,207.33,202.84,206.0,19291991,205.65075145069082,3967412446.1299667,0.0011444619776796096,0.04095088908844278,-0.2128478890625397,0.631578947368421,-0.7490192256146593,-0.507640402227312
NVDA,2021-08-06,206.75,207.2999,202.1,203.76,15875948,204.25707456707877,3242774694.459067,0.0009459001617694966,0.040713356397469494,-0.21955898544531857,0.631578947368421,-0.7517483369477813,-0.4656067242892926
NVDA,2021-08-09,203.35,205.99,201.43,203.205,12493122,203.4652335450337,2541915985.4366,0.0013122527537704836,0.05919104367166462,-0.2271360562387995,0.5263157894736842,-0.7490042247033796,-0.41395563195961904
NVDA,2021-08-10,203.02,204.3,198.3454,198.87,16094758,200.8095336595326,3231980848.3430333,0.0012286698659296222,0.11685664050708416,-0.2295491935222745,0.5263157894736842,-0.7493129963443842,-0.35370942211419576
NVDA,2021-08-11,200.0,201.1436,194.3,196.88,16180858,196.95634380129275,3186922631.2479,0.0010946744129259013,0.03547018928209228,-0.22637000111627562,0.5263157894736842,-0.7406743940990517,-0.2840346452779883
NVDA,2021-08-12,197.0,200.2899,195.34,198.889,13759753,198.684604528664,2733851083.2171,0.001618664107351652,0.10619061573338454,-0.20998319429108672,0.5789473684210527,-0.7337563659709769,-0.20334202967781367
NVDA,2021-08-13,199.89,202.1381,198.51,201.535,16540628,200.54276196455166,3317103223.7482,0.0015368496401761405,0.10566346312684254,-0.19267111381094984,0.6842105263157895,-0.7302142864409839,-0.10741416199411535
NVDA,2021-08-16,201.59,202.87,194.53,199.58,18563512,197.94881789068063,3674625256.2994666,0.0010613000157630608,0.030672661364182847,-0.20424716305947746,0.631578947368421,-0.03116504854368929,0.017504338525661245
NVDA,2021-08-17,197.51,198.5,192.67,194.53,17710256,194.73524763257313,3448811087.7962666,0.0010491533263607212,0.11199571406806805,0.2819575325555276,1.0,-0.055679611650485406,0.01369938382804392
NVDA,2021-08-18,194.4,196.3365,190.66,191.16,22551487,193.6427325086618,-4185198837.252233,0.0013173788701813772,0.046340176610458375,-0.07962903100853391,0.9473684210526315,-0.07203883495145635,0.008420327303404695
NVDA,2021-08-19,192.8,204.95,187.62,197.92,73702766,197.8471185290906,3200390509.918767,0.0013586432233059342,0.08181334944842011,0.07776544834879703,0.9473684210526315,-0.0392233009708739,0.0038374756626111672
NVDA,2021-08-20,197.85,208.6506,196.92,208.02,63698510,204.94754796010716,-3408236727.2829666,0.0011809253302998517,0.056993597458232736,0.4061561105062943,1.0,0.0,0.0028329708877916637
NVDA,2021-08-23,209.4,219.97,207.57,219.62,52434183,216.5132173040374,-9447413402.456667,0.0008379307683228701,0.03582643716577326,0.8461104108331261,1.0,0.0,0.004332105543317644
NVDA,2021-08-24,221.9,221.9,215.35,217.9169,28401877,217.81747239705547,-6186425059.472067,0.0008213163619012057,0.031036934493829042,0.8343959887706021,1.0,-0.007754758218741498,0.007251181103724136
NVDA,2021-08-25,218.3,224.7,216.11,222.49,32718071,222.81447257129955,-7087543085.218667,0.0007677202605950519,0.05045434250412701,0.8537253742362817,1.0,0.0,0.013088131359544564
NVDA,2021-08-26,221.0,223.4,217.9,221.29,21960323,220.88873228333043,-4850787908.002466,0.001091651377246514,0.042352790133453735,0.7762793366900321,0.9473684210526315,-0.005393500831498144,0.017999250363700536
NVDA,2021-08-27,220.0,227.22,219.9,226.5,28405559,224.97339500820823,-6016534035.752633,0.000906681005479689,0.05558148911533482,0.9834991820731929,0.9473684210526315,0.0,0.022308342605066755
NVDA,2021-08-30,226.59,230.43,225.51,227.2,24172723,227.60019168350198,-5500614723.645534,0.0007836525520098143,0.019717039518534787,0.9280766157028167,0.7894736842105263,0.0,0.02823595202750062
NVDA,2021-08-31,228.8,228.8,221.2,223.96,20783887,223.81797622678394,-4651807526.4661665,0.001271128982412904,0.04894466886091648,0.7959716352082421,0.6842105263157895,-0.014260563380281588,0.03598872931380104
NVDA,2021-09-01,225.01,226.97,223.291,224.6,18014920,225.18268864403677,-4056648121.3072333,0.0007245496425171773,0.022823494889112186,0.6591206365064528,0.631578947368421,-0.011443661971830998,0.046632733096604984
NVDA,2021-09-02,224.62,225.9299,222.945,223.99,17016413,224.39073344556405,-3818325393.6826334,0.0007661367948637757,0.04515923105266192,0.5574863743333427,0.5789473684210527,-0.01412852112676044,0.054560325633620455
NVDA,2021-09-03,224.5,229.86,222.0,228.46,25831346,227.571947802787,-5878323092.647733,0.0007078073160441713,0.0628063781576881,0.7466954683501759,0.5263157894736842,0.0,0.05806960121178406
NVDA,2021-09-07,229.1,229.61,225.224,226.84,18144496,226.72923310712503,-4113887663.1953,0.0008716557834220519,0.0439210700590238,0.7220911474721899,0.47368421052631576,-0.007090956841460216,0.05558328328073148
NVDA,2021-09-08,224.83,226.5599,219.77,223.32,23852063,222.52334381296902,-5307378459.233399,0.0014646279000092477,0.09778540503934442,0.8088262128159638,0.42105263157894735,-0.022498468003151584,0.05207360818849005
NVDA,2021-09-09,221.48,225.38,220.97,221.5,18302419,223.3107495165929,-4087126904.8567333,0.0009371903985249429,0.06422777296984698,0.8261109537645818,0.3157894736842105,-0.030464851615162436,0.04558838578224811
NVDA,2021-09-10,221.77,226.26,221.77,224.7437,22037323,224.73647727773002,-4952590339.6515,0.0008068019126351673,0.044526563797560516,0.8559588912122201,0.47368421052631576,-0.0162667425369869,0.040935170306568125
NVDA,2021-09-13,224.65,229.64,218.58,221.42,26429404,221.1468749079446,-5422742492.329533,0.0007683407451154997,0.03679422594392566,0.6546604754792623,0.21052631578947367,-0.030815022323382735,0.03383308389144979
NVDA,2021-09-14,220.9,224.1,220.35,222.3,17730667,222.62437266865356,-3947278617.8718,0.0009887205695639147,0.0817135501428913,0.7363676628032103,0.21052631578947367,-0.026963144532959782,0.026211664522425515
NVDA,2021-09-15,222.73,223.6699,219.66,223.1227,14762450,221.44577783712944,-3269082223.0317335,0.0011681807506348028,0.04054459500002188,1.1340307596223955,0.3157894736842105,-0.023362076512299712,0.01915658522359065
NVDA,2021-09-16,223.32,223.45,219.27,222.53,14007196,220.9391345945373,-3094737762.3360667,0.0007799511317076104,0.05173794424947643,1.4213609872930542,0.47368421052631576,-0.025956403746826617,0.011000976456291056
NVDA,2021-09-17,221.88,223.99,218.3,218.65,22130683,220.90608711655807,-4888802586.746933,0.0007963356187487716,0.03364098377342742,0.8379177188264619,0.05263157894736842,-0.04293968309550911,0.0038888622303794307
NVDA,2021-09-20,216.7,216.7,206.62,210.73,31592572,210.12163127887987,-6486469333.365467,0.0009496293793632749,0.046020308018512104,0.08928392506229027,0.0,-0.07760658320931457,-0.0046887532578274715
NVDA,2021-09-21,213.52,215.05,209.5,212.725,18795751,212.36033027853463,-2411571050.126034,0.0011065390714333975,0.038048595206744015,-0.1607702311863279,0.0,-0.06887420117307197,-0.009496571182859737
NVDA,2021-09-22,213.39,219.6,211.96,219.31,23806963,216.74552823176555,4199576254.312834,0.0007589737589887915,0.02523779411355126,0.04773671029408845,0.10526315789473684,-0.04005077475269192,-0.011610953541942526
NVDA,2021-09-23,222.49,225.345,218.9,225.08,22840908,223.22163385632177,-1947609078.0316,0.0007716051097140496,0.03089807209552651,0.07615357551739382,0.15789473684210525,-0.0147947124223059,-0.010576827708373315
NVDA,2021-09-24,222.37,223.63,218.61,221.0099,19077798,220.11035411124655,-2858613494.907767,0.0008593487835077633,0.033602348357904516,0.008111807660691375,0.15789473684210525,-0.03261008491639683,-0.012193391699655831
NVDA,2021-09-27,220.93,221.59,213.25,216.4386,22139471,215.84913605937396,-577292344.2451,0.0009136818841842112,0.10128580688158884,-0.21196834573824017,0.10526315789473684,-0.05261927689748758,-0.01219881823675506
NVDA,2021-09-28,212.9,214.19,206.51,207.0201,31322458,208.77906469433307,5541751616.387867,0.0013674101249655283,0.04748175085608801,-0.3530414453604598,0.0,-0.09384531208964364,-0.014604131106803031
