symbol,date,open,high,low,close,volume,vwap,drift_factor,amihud_mean,amihud_range,sortino_ratio,ts_mom_rank,max_dd_ratio,rel_strength_ma
SSRM,2021-05-25,18.61,18.75,18.15,18.645,1220041,18.53225663481786,0.0,0.029992643381935632,2.6747865544116314,,,,
SSRM,2021-05-26,18.69,18.88,18.34,18.375,2141813,18.513658036127875,0.0,0.03470858811016129,5.1255839250026005,,,,
SSRM,2021-05-27,18.36,18.65,18.0,18.615,2217478,18.41423219433661,0.0,0.020704010448539378,1.0846537840655184,,,,
SSRM,2021-05-28,18.64,18.87,18.3,18.545,1954404,18.633419084982673,0.0,0.016765382581380384,0.3794477109378013,,,,
SSRM,2021-06-01,18.5,18.94,18.5,18.72,1446268,18.730303120859904,0.0,0.045841682134566096,6.3525063524723535,,,,
SSRM,2021-06-02,18.61,18.82,18.37,18.42,1714794,18.50985365616306,0.0,0.03224380302129482,2.6260398431880407,,,,
SSRM,2021-06-03,18.3,18.3,17.55,17.615,1769544,17.758651843864758,0.0,0.025496795183878665,1.0502821057707563,,,,
SSRM,2021-06-04,17.67,18.16,17.6,17.94,1391823,17.988630193853542,0.0,0.022387563760825745,0.6228079107780402,,,,
SSRM,2021-06-07,17.85,17.965,17.62,17.815,985248,17.826104361710442,0.0,0.03225012517178545,1.2491006475281756,,,,
SSRM,2021-06-08,17.85,17.87,17.45,17.455,1225431,17.576355171636067,0.0,0.025758119089162743,2.050383926498455,,,,
SSRM,2021-06-09,17.37,17.86,17.37,17.495,1108446,17.631740906097203,0.0,0.027722245742453955,0.529444983483831,,,,
SSRM,2021-06-10,17.47,18.2,17.3801,18.1401,1133062,17.931937968384037,0.0,0.05594286104063474,4.550674523705436,,,,
SSRM,2021-06-11,18.3,18.3,17.67,17.77,1250406,17.84544876117556,0.0,0.045807031271121804,4.217331122223643,,,,
SSRM,2021-06-14,17.45,18.0425,17.3,17.815,937565,17.84998176961934,0.0,0.03476757388918827,1.6495122086726015,,,,
SSRM,2021-06-15,17.86,17.99,17.41,17.495,964387,17.570165983330853,0.0,0.029031266219775205,1.4092058091827921,,,,
SSRM,2021-06-16,17.49,17.78,17.31,17.4046,1094981,17.541061119751387,0.0,0.0404876353485089,3.6187043590704495,,,,
SSRM,2021-06-17,17.01,17.11,16.165,16.205,2623001,16.428571818691584,0.0,0.06920875352717853,4.752527007700933,,,,
SSRM,2021-06-18,16.5,16.52,15.75,15.765,1461163,16.04965614027993,0.0,0.047538606126471324,4.1580481668044085,,,,
SSRM,2021-06-21,16.21,16.22,15.595,15.93,1874011,15.862292401841028,0.0,0.02852966512078971,1.0434230955419896,,,,
SSRM,2021-06-22,16.44,16.44,15.715,15.885,1455435,15.906090524436456,0.0,0.07576823069135959,14.780453418740516,,,-0.1514423076923076,-0.03476867099459613
SSRM,2021-06-23,15.9,16.335,15.8,15.805,1036046,16.08601960569303,0.0,0.06807869462642678,7.899902627296954,-0.4509137637787261,,-0.15571581196581197,-0.03659778119760271
SSRM,2021-06-24,15.78,16.02,15.75,15.805,720425,15.855511307399349,11215836.706966667,0.05561447318629966,4.746918063432463,-0.4050436950412536,,-0.15571581196581197,-0.04292785907504093
SSRM,2021-06-25,15.91,16.12,15.58,15.65,1179297,15.74983578855299,18567378.095933333,0.04932241111397461,4.323298402522821,-0.47448622929278467,,-0.16399572649572647,-0.047008116077786544
SSRM,2021-06-28,15.64,15.89,15.375,15.515,1086022,15.53732190799681,16867613.41316667,0.05182295306101067,4.230305911536809,-0.49078439538992286,,-0.1712072649572649,-0.052035156248117165
SSRM,2021-06-29,15.35,15.51,15.09,15.325,1842975,15.30411372516349,27395070.192633335,0.04008903130807506,4.659433531456136,-0.560396857199338,,-0.16802388707926175,-0.055361057960697346
SSRM,2021-06-30,15.4,15.7,15.28,15.605,1174996,15.561243085763564,18284398.3808,0.036995734845812055,1.1302883365521963,-0.455415170671614,,-0.13975115903440438,-0.05817189480746365
SSRM,2021-07-01,15.69,15.849,15.38,15.55,1131516,15.571175283513309,17619033.9721,0.02988403145936786,0.4170399173900894,-0.3736706506069094,,-0.14278311585933923,-0.05626174765253167
SSRM,2021-07-02,15.66,16.02,15.645,15.955,1363119,15.871772771000314,20546394.527833335,0.01998871032532383,0.7931031747895371,-0.3500138623590808,,-0.12045688833027379,-0.04944145473477357
SSRM,2021-07-06,16.3,16.5,15.8725,16.03,2077635,16.165831855258425,33575297.0666,0.04507712848163132,2.5153825072902163,-0.31068303232097033,,-0.1163224017508172,-0.04366924312854248
SSRM,2021-07-07,16.07,16.32,15.89,16.16,1258592,16.123019082832116,20292302.8335,0.028282680585379343,0.7394193162604864,-0.22378491710471923,,-0.10915595834642589,-0.038205073719867255
SSRM,2021-07-08,16.25,16.34,15.57,15.76,1583146,15.858473153034005,23905398.671666667,0.04085317701921339,1.1650775854136883,-0.30338221534336646,,-0.13120655343686094,-0.033355991645809935
SSRM,2021-07-09,15.86,16.32,15.8,16.15,1135970,16.190884230422608,18392358.759233333,0.027554024179532798,0.36301111329278607,-0.34038583119707866,,-0.09346056693797378,-0.025278479221015004
SSRM,2021-07-12,16.12,16.185,15.82,15.895,1418026,15.998719885436872,22686600.764266666,0.043444098769386666,2.138408281614206,-0.32866372836793606,,-0.10777434746000569,-0.01807434583274581
SSRM,2021-07-13,16.01,16.6335,15.89,16.26,1488816,16.39451173836559,24405025.748266667,0.04698871466628351,5.133596306907355,-0.2658737598291372,,-0.0705915975993141,-0.008650956297524215
SSRM,2021-07-14,16.49,16.77,16.14,16.295,1434309,16.335765790937078,23405686.329166666,0.029719816980127742,1.3768921325221355,-0.2035751057963952,,-0.06375326063224651,0.0011613113788753182
SSRM,2021-07-15,16.45,16.625,16.22,16.6,1364788,16.49300206134567,21563241.2387,0.02998166644184585,1.86469754604649,-0.12948805149101217,,0.0,0.009948293381981
SSRM,2021-07-16,16.47,16.52,16.015,16.175,1878759,16.195891830404985,23156722.711266667,0.024421281153099852,0.3679785100542997,0.0042774920807706705,,-0.025602409638554202,0.013972933678717991
SSRM,2021-07-19,16.0,16.095,15.36,15.54,1725000,15.646826682280103,484376.22513333336,0.050077859750751644,1.9945132226419096,-0.050917252655294114,,-0.06385542168674707,0.012079649556714589
SSRM,2021-07-20,16.0,16.0,15.455,15.495,1456418,15.636768298157886,6292229.369466667,0.04723107984174296,1.2040165993679186,-0.11198418021605051,,-0.0665662650602411,0.01009591847027358
SSRM,2021-07-21,15.55,15.873,15.33,15.785,928800,15.62777569925335,10730746.3326,0.04043160003312619,0.35721881398238453,-0.014052500833422013,0.631578947368421,-0.049096385542168774,0.00805092025772347
SSRM,2021-07-22,15.76,15.78,15.33,15.5637,811305,15.579042502675536,3175533.746566667,0.04574247125429759,0.7188629736278633,-0.05415318210343323,0.47368421052631576,-0.06242771084337351,0.007579930474413299
