symbol,date,open,high,low,close,volume,vwap,drift_factor,amihud_mean,amihud_range,sortino_ratio,ts_mom_rank,max_dd_ratio,rel_strength_ma
BUZZ,2021-05-25,23.94,24.12,23.81,23.96,106003,23.987187145644562,0.0,0.1080757703552515,0.5812446307512555,,,,
BUZZ,2021-05-26,23.97,24.57,22.8953,24.54,268984,24.41336555507548,0.0,0.07030108701684364,5.394686991644017,,,,
BUZZ,2021-05-27,24.35,24.92,24.35,24.92,202441,24.696441379791743,0.0,0.06348397212237371,1.2509217729789102,,,,
BUZZ,2021-05-28,24.9,25.17,24.73,24.73,177640,24.947166872324647,0.0,0.07889601158062245,2.270795621896835,,,,
BUZZ,2021-06-01,24.51,25.0,24.51,24.881,175253,24.864802207473865,0.0,0.079447463947749,2.6596918906434985,,,,
BUZZ,2021-06-02,24.0603,25.38,24.0603,25.33,365271,25.11966614814685,0.0,0.049324129873541275,1.7465758798388686,,,,
BUZZ,2021-06-03,24.3,25.2,24.3,24.885,118426,25.024962180600117,0.0,0.14107716783399574,4.313327113018761,,,,
BUZZ,2021-06-04,24.4201,25.29,24.4201,25.1901,170014,25.191441254640292,0.0,0.0672683341226031,2.301151217597575,,,,
BUZZ,2021-06-07,25.2,25.76,25.2,25.72,265394,25.48603937679982,0.0,0.0620303369863378,0.7767332852209207,,,,
BUZZ,2021-06-08,25.74,26.13,25.48,25.93,181845,25.913350035834952,0.0,0.10518855195447799,1.6531931425485293,,,,
BUZZ,2021-06-09,25.9,26.175,25.86,25.9,164460,26.045994739347396,0.0,0.08080381550764525,0.66587698982591,,,,
BUZZ,2021-06-10,26.01,26.01,25.5,25.6,175347,25.647632672736975,0.0,0.10306744487057487,0.7202116673259373,,,,
BUZZ,2021-06-11,25.51,25.9,25.51,25.83,91518,25.73503452071078,0.0,0.09978824451589502,0.6861892926375189,,,,
BUZZ,2021-06-14,25.86,25.97,25.7,25.77,82818,25.831179907746407,0.0,0.09904198929554096,0.9189149192476214,,,,
BUZZ,2021-06-15,25.65,25.65,25.24,25.3099,90967,25.40024529407821,0.0,0.1002848531230385,0.6356592103818688,,,,
BUZZ,2021-06-16,24.67,25.39,24.67,25.2,130167,25.16354014227683,0.0,0.1484816902697862,3.4520182538451794,,,,
BUZZ,2021-06-17,24.8,25.53,24.8,25.451,100550,25.37994252510936,0.0,0.11113111665002814,1.9729972134365366,,,,
BUZZ,2021-06-18,25.27,25.4467,25.06,25.23,114297,25.25894522574008,0.0,0.11193856541126553,0.9718141250749004,,,,
BUZZ,2021-06-21,24.99,25.34,24.961,25.29,109631,25.181409415217853,0.0,0.08431791666028485,0.5747363168667715,,,,
BUZZ,2021-06-22,25.29,25.84,25.29,25.81,128120,25.556970253146098,0.0,0.07641870999490558,0.7268154638965367,,,-0.004627844195912112,0.010494641295055951
BUZZ,2021-06-23,25.86,26.18,25.85,26.12,111499,26.03299323192501,0.0,0.07948452630391689,0.7422126308529156,0.742788079348937,,0.0,0.007061738601771728
BUZZ,2021-06-24,26.23,26.42,26.23,26.315,59747,26.327611264159486,-908869.3902,0.07903043779401091,0.47792899068547445,0.6015818308893999,,0.0,0.006359881193862771
BUZZ,2021-06-25,26.49,26.66,26.37,26.615,87949,26.571605637354995,-1438154.0775333336,0.08982940330745215,0.5135514800493756,0.5671303540711714,,0.0,0.006094222538101102
BUZZ,2021-06-28,26.74,26.91,26.67,26.87,88319,26.78827171352029,-1409332.5161333336,0.08015872005520219,0.5090320813621766,0.7159060561780536,,0.0,0.0061857152574933405
BUZZ,2021-06-29,26.83,26.92,26.61,26.7,66794,26.743563016135173,-1786309.5481,0.09863909708009033,0.9234241842179941,0.611501783423262,,-0.006326758466691507,0.008030038477387258
BUZZ,2021-06-30,26.43,26.805,26.43,26.72,51250,26.707102579506987,-802318.6472,0.10068943075660913,0.48412568309988885,0.46462276468114205,,-0.005582433941198395,0.011203277331968797
BUZZ,2021-07-01,26.76,26.77,26.39,26.51,78859,26.58935458602993,-2082391.9133000001,0.09586280719835656,0.501730569077158,0.6442730296700486,,-0.013397841458876014,0.012119726061322389
BUZZ,2021-07-02,26.8,26.9,26.5,26.55,52497,26.640372811774647,-816009.5633666667,0.09661080812946603,0.7469878369078343,0.5367520849998085,,-0.011909192407889901,0.014552376982808868
BUZZ,2021-07-06,26.55,26.6402,26.2807,26.51,85925,26.493135539129884,-1600003.4312,0.10996715858302675,1.1019137067539002,0.31360115562926216,,-0.013397841458876014,0.017701946955591463
